person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
33,18317,MORTGAGE,12.8,DEBTCONSOLIDATION,B,6384,16.15,0.28,N,4,0
53,59980,RENT,2.3,PERSONAL,D,12812,19.15,0.02,N,2,0
39,59115,OTHER,,MEDICAL,B,20498,8.43,0.12,N,20,0
30,76646,OTHER,3.7,EDUCATION,B,4320,,0.15,N,25,0
35,58158,MORTGAGE,1.7,EDUCATION,C,4822,5.91,0.67,N,9,0
50,70963,OWN,2.3,DEBTCONSOLIDATION,A,25423,14.52,0.82,N,17,0
25,62631,RENT,0.3,DEBTCONSOLIDATION,F,23442,17.05,0.72,N,29,0
38,64316,MORTGAGE,6.4,MEDICAL,C,34250,13.53,0.53,N,16,1
56,74342,RENT,1.1,MEDICAL,C,32833,12.33,0.6,N,8,0
23,30504,RENT,,HOMEIMPROVEMENT,D,23412,13.49,0.43,Y,3,0
23,83593,OTHER,2.6,DEBTCONSOLIDATION,E,22483,19.31,0.35,N,14,0
39,41660,MORTGAGE,3.3,EDUCATION,C,22574,6.0,0.57,N,6,0
29,52196,OTHER,6.8,VENTURE,E,6405,19.35,0.81,N,11,0
43,80938,MORTGAGE,4.7,VENTURE,A,25528,17.26,0.02,N,9,0
54,23605,RENT,4.4,PERSONAL,A,4573,9.7,0.26,N,14,0
45,72388,OTHER,3.0,EDUCATION,C,2734,14.74,0.27,N,20,0
56,96297,RENT,0.4,VENTURE,B,15773,6.28,0.34,N,7,0
57,70501,MORTGAGE,2.1,EDUCATION,B,8131,12.16,0.52,Y,19,0
40,68309,OWN,12.6,DEBTCONSOLIDATION,B,12561,8.5,0.43,N,9,0
59,42043,OTHER,21.7,EDUCATION,B,24318,5.8,0.02,Y,10,0
58,48635,OTHER,5.2,VENTURE,D,24204,11.76,0.34,N,18,0
40,94315,RENT,1.0,EDUCATION,C,29862,18.32,0.51,N,5,0
29,95691,RENT,0.4,MEDICAL,G,11350,21.79,0.42,N,23,0
57,48132,OWN,2.1,PERSONAL,D,31138,17.19,0.72,N,19,0
23,104387,OTHER,7.8,HOMEIMPROVEMENT,B,17419,12.56,0.33,N,7,0
64,30366,MORTGAGE,5.1,VENTURE,B,24384,23.19,0.01,N,12,0
39,108944,MORTGAGE,8.6,DEBTCONSOLIDATION,B,31980,10.44,0.24,N,24,0
36,87107,OTHER,3.8,HOMEIMPROVEMENT,D,31197,8.73,0.11,Y,23,1
26,77580,OTHER,0.6,PERSONAL,A,18584,13.65,0.21,N,11,0
23,72889,OTHER,0.5,MEDICAL,A,30801,14.39,0.3,N,27,1
48,94553,OWN,0.2,MEDICAL,E,7614,11.72,0.56,N,12,0
33,54236,MORTGAGE,3.3,MEDICAL,C,31050,17.78,0.27,N,9,0
22,19150,MORTGAGE,1.1,MEDICAL,A,7969,8.67,0.73,N,22,0
43,34423,RENT,,VENTURE,A,6992,14.48,0.25,Y,4,1
56,19137,RENT,4.6,VENTURE,E,2471,14.3,0.11,Y,3,0
35,44992,OTHER,1.5,EDUCATION,E,10144,20.06,0.14,N,19,0
23,109438,RENT,0.8,DEBTCONSOLIDATION,B,26669,21.9,0.78,N,3,0
43,59921,OWN,0.4,EDUCATION,B,17596,17.21,0.38,N,27,0
53,94369,MORTGAGE,5.3,DEBTCONSOLIDATION,D,13034,10.84,0.33,N,13,0
49,81917,MORTGAGE,2.4,PERSONAL,D,13268,17.68,0.06,Y,6,0
37,88690,RENT,1.6,EDUCATION,D,23125,9.87,0.61,N,27,0
38,49235,OTHER,7.8,PERSONAL,C,29160,22.6,0.58,N,5,0
50,93975,RENT,3.6,PERSONAL,E,24644,20.04,0.31,N,17,0
38,34122,OTHER,2.9,PERSONAL,B,10140,13.08,0.57,N,15,0
38,38956,OWN,5.4,MEDICAL,A,20532,19.36,0.3,Y,3,0
41,78879,MORTGAGE,6.8,HOMEIMPROVEMENT,D,27089,12.67,0.06,N,22,0
43,73560,OWN,4.6,HOMEIMPROVEMENT,C,9150,6.73,0.61,N,8,0
64,97800,MORTGAGE,2.3,VENTURE,E,3343,17.98,0.8,N,22,1
31,83685,OWN,1.9,PERSONAL,A,24857,12.6,0.54,N,12,0
49,39660,RENT,5.9,MEDICAL,D,17476,21.96,0.23,N,25,0
57,101064,OWN,2.9,EDUCATION,B,997,10.86,0.22,N,13,0
50,16168,OWN,4.9,EDUCATION,C,2634,20.41,0.77,N,23,0
55,60124,RENT,8.8,VENTURE,A,19333,17.51,0.25,N,26,0
38,50897,MORTGAGE,9.9,VENTURE,C,5912,20.59,0.64,N,27,0
64,30032,MORTGAGE,,PERSONAL,D,33166,10.6,0.53,N,6,0
55,67797,RENT,0.8,PERSONAL,B,4792,13.61,0.49,N,25,0
49,50294,OWN,1.2,EDUCATION,A,27887,20.05,0.15,N,17,0
52,58827,OWN,5.6,EDUCATION,C,32326,16.86,0.03,N,23,0
37,18516,OWN,,EDUCATION,D,526,11.81,0.41,N,8,0
47,34751,OTHER,0.8,EDUCATION,B,12608,14.51,0.82,N,29,0
30,45373,MORTGAGE,0.4,HOMEIMPROVEMENT,B,14970,23.13,0.16,N,9,0
64,45270,OWN,1.6,PERSONAL,B,30285,18.6,0.45,N,5,0
52,25386,MORTGAGE,0.6,PERSONAL,F,2753,16.34,0.56,Y,5,0
36,116859,OWN,0.7,EDUCATION,B,20526,,0.4,N,28,0
25,79817,RENT,4.6,MEDICAL,A,29774,13.27,0.42,N,7,0
23,80184,RENT,0.1,EDUCATION,D,1586,,0.55,N,3,0
39,94693,MORTGAGE,0.5,DEBTCONSOLIDATION,C,24906,15.23,0.68,N,10,0
46,52879,MORTGAGE,7.4,VENTURE,A,21951,11.22,0.28,N,29,0
34,64597,RENT,7.5,DEBTCONSOLIDATION,G,10407,6.93,0.75,N,9,0
25,54132,OTHER,1.6,MEDICAL,C,7623,12.09,0.4,Y,19,0
33,18626,RENT,0.4,VENTURE,C,26802,15.52,0.55,N,29,0
30,100936,OWN,4.9,MEDICAL,B,7584,17.92,0.09,N,13,0
58,117179,OTHER,1.8,VENTURE,E,20347,20.98,0.41,Y,17,1
28,118801,RENT,0.2,EDUCATION,A,23305,22.2,0.01,N,2,0
45,96515,OTHER,0.7,EDUCATION,B,14748,7.22,0.32,Y,27,0
35,92065,OTHER,0.6,MEDICAL,A,4967,16.1,0.05,N,21,0
24,70390,OTHER,3.6,VENTURE,D,25884,17.27,0.74,Y,28,0
29,31645,MORTGAGE,9.1,HOMEIMPROVEMENT,C,3396,8.46,0.56,N,5,0
22,106960,RENT,6.3,MEDICAL,C,10862,15.11,0.66,N,15,0
32,69144,MORTGAGE,3.2,MEDICAL,A,20012,11.36,0.39,N,19,0
62,28382,MORTGAGE,2.2,DEBTCONSOLIDATION,C,21139,6.78,0.71,N,6,0
49,19025,OWN,3.9,PERSONAL,D,18218,6.57,0.72,N,29,0
64,58226,OWN,2.3,MEDICAL,B,25593,18.91,0.3,N,4,0
25,94380,OTHER,1.1,HOMEIMPROVEMENT,D,23962,16.36,0.31,N,20,0
36,84711,OTHER,4.5,EDUCATION,B,18172,18.13,0.42,Y,13,0
64,111055,OWN,8.3,VENTURE,D,9437,17.6,0.04,N,27,0
38,89710,OWN,1.9,PERSONAL,A,29043,7.79,0.83,Y,29,0
61,18443,RENT,7.4,VENTURE,C,22531,8.1,0.3,N,20,0
54,36395,OTHER,2.3,EDUCATION,F,17581,9.89,0.39,N,21,1
45,25725,OTHER,2.1,MEDICAL,G,11726,12.5,0.63,Y,12,1
24,48461,OWN,0.1,DEBTCONSOLIDATION,B,17358,22.12,0.25,N,22,0
48,56115,RENT,4.8,HOMEIMPROVEMENT,B,30832,,0.17,Y,21,0
56,111887,OWN,6.6,PERSONAL,A,25613,9.94,0.11,Y,10,0
39,98732,OWN,4.4,HOMEIMPROVEMENT,E,22516,6.4,0.44,N,21,0
40,94790,MORTGAGE,0.7,HOMEIMPROVEMENT,C,5884,17.58,0.0,N,28,0
29,94557,OTHER,0.4,HOMEIMPROVEMENT,B,18250,16.53,0.59,Y,24,0
24,86260,RENT,3.4,HOMEIMPROVEMENT,A,17945,,0.38,N,27,0
55,43690,MORTGAGE,2.1,EDUCATION,F,29404,10.05,0.44,N,28,1
25,16407,OTHER,2.2,HOMEIMPROVEMENT,C,17191,14.6,0.22,Y,6,0
45,88568,OWN,13.7,DEBTCONSOLIDATION,B,29574,11.84,0.15,N,11,0
23,73560,RENT,5.1,HOMEIMPROVEMENT,B,9688,19.96,0.58,N,10,0
58,62340,OTHER,2.1,EDUCATION,B,26360,6.64,0.17,N,26,0
58,32794,OWN,0.1,VENTURE,C,30671,10.3,0.65,Y,14,0
54,34881,MORTGAGE,0.1,EDUCATION,E,29921,16.13,0.17,N,9,0
20,101292,RENT,4.6,DEBTCONSOLIDATION,E,32490,9.05,0.51,N,23,1
43,109952,OTHER,7.3,DEBTCONSOLIDATION,B,803,17.37,0.53,N,14,0
55,64703,MORTGAGE,4.9,MEDICAL,D,6986,7.83,0.42,N,29,0
25,59354,OWN,2.1,EDUCATION,B,6066,5.81,0.83,N,28,1
60,106288,OWN,0.1,VENTURE,B,22041,20.77,0.31,Y,23,0
63,93462,OTHER,13.7,MEDICAL,G,4391,11.34,0.73,N,29,0
50,114301,OWN,17.2,MEDICAL,B,9546,8.19,0.14,Y,19,0
39,29390,RENT,3.2,PERSONAL,B,30241,8.47,0.28,N,24,0
43,119403,OTHER,0.3,HOMEIMPROVEMENT,G,6224,21.17,0.12,Y,10,1
44,102475,MORTGAGE,3.1,MEDICAL,A,23164,17.05,0.5,N,10,0
55,42307,OTHER,8.9,MEDICAL,D,5850,22.42,0.53,Y,3,0
40,111364,OTHER,4.6,DEBTCONSOLIDATION,F,14525,19.64,0.38,N,26,0
49,109049,MORTGAGE,5.1,VENTURE,C,28725,19.06,0.6,N,8,0
43,39502,OWN,0.4,MEDICAL,A,9664,14.3,0.72,N,6,0
63,110599,MORTGAGE,0.5,VENTURE,B,9870,20.01,0.64,N,22,0
61,37486,RENT,0.5,HOMEIMPROVEMENT,A,33372,12.75,0.2,N,7,0
49,53258,OWN,9.4,DEBTCONSOLIDATION,B,25330,20.12,0.27,Y,14,0
41,72716,OTHER,3.0,PERSONAL,D,24455,18.89,0.32,Y,25,0
47,112228,OWN,6.3,PERSONAL,B,23485,17.48,0.17,N,19,0
26,118920,OWN,0.5,HOMEIMPROVEMENT,B,23555,11.27,0.3,N,4,0
54,96494,RENT,10.5,HOMEIMPROVEMENT,C,25666,16.63,0.2,Y,11,0
47,115552,OWN,6.9,DEBTCONSOLIDATION,C,12889,14.42,0.83,N,24,0
33,97768,OWN,1.0,DEBTCONSOLIDATION,E,19847,13.62,0.65,N,4,1
29,25748,OWN,8.3,EDUCATION,B,16860,23.03,0.71,N,2,1
35,77785,OTHER,1.2,MEDICAL,D,14714,14.38,0.77,N,7,0
35,91050,OWN,,MEDICAL,C,27722,5.97,0.55,Y,24,0
50,37738,MORTGAGE,1.2,MEDICAL,B,7243,16.55,0.15,N,17,0
61,89231,OWN,9.6,VENTURE,B,34803,18.36,0.63,N,26,1
44,88606,RENT,9.9,EDUCATION,B,15198,21.16,0.01,N,18,0
32,108301,OWN,1.6,MEDICAL,C,30102,16.66,0.09,N,28,0
25,56662,OWN,4.9,VENTURE,A,15447,5.75,0.02,N,17,0
63,111297,OTHER,4.5,VENTURE,E,22969,7.53,0.11,N,26,0
28,97234,MORTGAGE,6.6,PERSONAL,C,6986,8.27,0.62,N,11,0
64,30123,OWN,1.4,VENTURE,E,7741,9.16,0.73,N,8,0
55,115680,MORTGAGE,2.9,HOMEIMPROVEMENT,A,31354,19.64,0.23,Y,9,1
62,40616,RENT,4.4,DEBTCONSOLIDATION,B,19871,10.91,0.1,N,4,0
39,117682,OTHER,0.1,VENTURE,A,33024,10.96,0.23,N,6,0
37,26182,MORTGAGE,1.9,HOMEIMPROVEMENT,B,22974,18.85,0.54,N,20,0
62,105369,OTHER,,HOMEIMPROVEMENT,E,13167,12.74,0.29,Y,8,1
40,113878,OWN,1.2,PERSONAL,A,14301,6.55,0.8,N,19,0
23,77013,RENT,12.7,PERSONAL,B,4905,15.82,0.11,N,23,0
52,46331,OTHER,0.1,VENTURE,A,2653,7.72,0.82,N,27,0
46,61098,OWN,12.7,PERSONAL,B,25631,15.58,0.01,Y,19,0
26,41128,MORTGAGE,1.0,PERSONAL,D,20180,19.28,0.37,N,26,0
25,46556,RENT,0.2,DEBTCONSOLIDATION,C,20197,21.94,0.21,N,7,0
34,102505,RENT,1.4,MEDICAL,D,28783,6.59,0.47,N,6,0
37,36876,MORTGAGE,,VENTURE,B,28944,10.81,0.08,Y,7,1
51,23949,MORTGAGE,5.6,VENTURE,F,22863,17.01,0.73,N,29,0
30,66962,RENT,0.9,VENTURE,D,20146,11.02,0.11,N,7,1
39,105054,OTHER,0.9,PERSONAL,B,16536,13.43,0.49,N,23,0
43,86206,RENT,4.1,DEBTCONSOLIDATION,B,7226,5.76,0.03,Y,27,0
34,39099,MORTGAGE,2.5,PERSONAL,E,18774,17.74,0.26,N,23,0
26,119871,OTHER,6.3,HOMEIMPROVEMENT,C,25087,21.12,0.12,N,26,0
40,27716,OWN,0.1,EDUCATION,D,22055,22.79,0.81,N,24,0
61,67611,RENT,3.8,EDUCATION,B,10668,20.18,0.01,N,12,0
45,53885,MORTGAGE,5.2,EDUCATION,A,15603,5.97,0.29,N,18,0
63,68144,OWN,20.1,MEDICAL,D,26401,17.0,0.25,N,27,0
33,80220,RENT,4.5,PERSONAL,C,31067,14.22,0.55,N,10,1
56,22837,RENT,1.1,HOMEIMPROVEMENT,C,13707,22.09,0.05,N,23,0
40,64355,OTHER,0.5,HOMEIMPROVEMENT,C,24191,21.46,0.67,N,17,0
37,62299,MORTGAGE,4.1,EDUCATION,A,4056,22.99,0.39,N,11,0
24,34159,OWN,3.0,DEBTCONSOLIDATION,D,33633,20.74,0.38,N,16,1
22,117413,RENT,9.2,MEDICAL,F,16393,15.13,0.19,Y,9,0
42,66012,OTHER,5.2,MEDICAL,E,16366,18.13,0.41,N,15,0
45,74305,OWN,2.9,EDUCATION,B,1156,22.57,0.3,N,17,0
56,102096,OWN,2.1,EDUCATION,B,15596,15.69,0.2,Y,20,0
43,32106,RENT,2.1,PERSONAL,D,15947,20.35,0.14,N,4,0
38,73123,OWN,1.0,DEBTCONSOLIDATION,C,20354,22.17,0.6,N,14,1
44,23720,RENT,0.1,MEDICAL,C,22483,15.56,0.12,N,29,0
40,52661,OTHER,3.4,HOMEIMPROVEMENT,E,31696,8.23,0.14,N,10,0
31,108898,OTHER,1.0,EDUCATION,C,12546,8.17,0.48,N,13,0
60,108794,OWN,0.9,PERSONAL,C,1456,7.45,0.19,N,26,0
52,102318,RENT,0.5,HOMEIMPROVEMENT,A,25060,13.88,0.38,Y,6,0
23,36120,MORTGAGE,0.8,MEDICAL,A,24675,13.95,0.46,N,22,0
61,34790,OTHER,0.1,EDUCATION,A,21795,16.39,0.23,N,20,0
26,73655,RENT,4.5,DEBTCONSOLIDATION,E,15355,14.0,0.29,N,8,0
41,74643,RENT,2.1,EDUCATION,B,18503,22.72,0.17,N,8,0
52,108448,RENT,3.3,DEBTCONSOLIDATION,B,13536,10.59,0.38,N,20,0
36,62374,OWN,4.1,PERSONAL,D,14344,20.95,0.82,Y,9,1
43,57907,MORTGAGE,14.4,PERSONAL,C,1145,,0.3,N,7,0
53,65071,OWN,0.3,MEDICAL,C,33646,16.11,0.54,N,4,0
47,49812,OTHER,2.2,DEBTCONSOLIDATION,B,18024,16.94,0.53,N,23,0
62,64570,OWN,1.1,EDUCATION,D,20619,19.15,0.65,N,2,0
60,65901,RENT,2.6,PERSONAL,A,27089,14.35,0.59,N,7,0
58,75186,OWN,10.1,EDUCATION,A,17545,8.91,0.01,Y,24,0
41,65251,RENT,5.1,MEDICAL,A,13663,11.97,0.26,Y,21,1
36,80171,MORTGAGE,4.3,DEBTCONSOLIDATION,B,25087,10.24,0.72,N,21,1
53,51160,OWN,2.3,EDUCATION,B,22093,12.86,0.45,N,20,0
25,34156,OWN,4.4,HOMEIMPROVEMENT,C,33655,14.83,0.09,N,22,1
25,91208,OWN,0.1,EDUCATION,A,31302,16.53,0.23,Y,29,0
53,94980,RENT,3.5,VENTURE,C,28909,20.44,0.24,N,14,0
20,87320,RENT,3.2,VENTURE,A,10611,21.6,0.72,N,28,0
29,32929,OWN,1.7,MEDICAL,A,21619,13.63,0.46,N,18,0
40,81606,OWN,0.9,MEDICAL,C,25175,6.98,0.5,Y,23,1
24,103442,MORTGAGE,6.6,MEDICAL,E,24147,19.59,0.3,N,19,0
21,115154,MORTGAGE,0.2,HOMEIMPROVEMENT,E,27453,13.89,0.05,N,21,0
41,77559,OTHER,0.3,DEBTCONSOLIDATION,F,4519,15.13,0.06,N,7,1
21,69205,MORTGAGE,2.3,HOMEIMPROVEMENT,C,21154,16.01,0.35,N,12,0
29,83475,MORTGAGE,1.2,EDUCATION,C,28834,17.29,0.15,N,28,0
53,79341,MORTGAGE,5.5,PERSONAL,C,16918,21.24,0.09,N,7,0
35,110377,RENT,4.0,DEBTCONSOLIDATION,C,27242,22.35,0.22,N,29,0
58,57863,MORTGAGE,5.9,VENTURE,A,14182,22.14,0.62,N,27,0
41,96837,MORTGAGE,1.6,VENTURE,C,12664,19.81,0.06,Y,8,0
31,80439,OWN,5.4,VENTURE,B,8118,21.23,0.37,N,2,0
43,22194,RENT,7.9,EDUCATION,B,3880,6.28,0.69,N,29,0
59,86387,OTHER,1.7,EDUCATION,C,24427,20.51,0.22,Y,23,0
57,96914,OTHER,1.7,MEDICAL,A,15663,6.69,0.25,Y,26,0
29,81214,MORTGAGE,9.2,PERSONAL,B,20060,18.68,0.73,N,25,0
54,111176,OTHER,0.2,MEDICAL,A,15225,8.41,0.54,Y,9,0
51,114292,OTHER,1.7,EDUCATION,F,5187,11.81,0.66,N,28,0
26,44777,OTHER,0.5,HOMEIMPROVEMENT,A,30462,8.68,0.24,N,15,0
40,41183,MORTGAGE,0.1,MEDICAL,B,2086,,0.83,N,23,0
39,42445,OTHER,0.5,DEBTCONSOLIDATION,E,8556,12.73,0.12,N,21,0
45,82038,MORTGAGE,2.3,EDUCATION,B,5922,6.26,0.8,N,2,1
23,102201,OWN,4.6,EDUCATION,A,20542,20.18,0.75,Y,6,0
41,31198,OWN,1.4,HOMEIMPROVEMENT,B,1452,20.6,0.46,N,6,0
34,36411,OTHER,7.6,HOMEIMPROVEMENT,A,30032,19.42,0.49,N,15,0
59,65577,OWN,2.3,HOMEIMPROVEMENT,A,13021,20.49,0.64,N,8,0
40,30867,MORTGAGE,13.8,PERSONAL,A,11406,18.77,0.25,N,18,1
34,77501,OWN,12.3,DEBTCONSOLIDATION,B,3478,22.09,0.44,N,12,0
41,29266,OTHER,5.9,EDUCATION,D,31775,15.66,0.75,N,23,0
47,54422,MORTGAGE,10.8,HOMEIMPROVEMENT,C,12843,15.77,0.06,Y,8,0
33,50208,RENT,4.9,PERSONAL,C,12451,20.71,0.75,Y,2,0
46,46213,MORTGAGE,9.0,VENTURE,A,15191,11.62,0.6,N,16,0
60,22367,OWN,1.1,DEBTCONSOLIDATION,B,12020,6.29,0.64,N,20,0
59,94026,RENT,,VENTURE,D,11826,18.75,0.05,Y,11,0
47,50362,MORTGAGE,5.6,VENTURE,A,31021,9.93,0.16,N,10,0
45,66588,RENT,2.2,EDUCATION,E,1305,13.84,0.77,N,14,0
21,53285,RENT,7.3,PERSONAL,B,34843,9.68,0.1,N,25,0
44,89755,RENT,8.4,PERSONAL,D,12422,20.12,0.52,Y,14,1
22,86846,MORTGAGE,1.4,VENTURE,B,9291,22.46,0.65,N,27,0
27,51307,OWN,6.9,DEBTCONSOLIDATION,B,15540,6.38,0.19,N,7,0
63,110167,MORTGAGE,0.7,MEDICAL,D,25687,9.55,0.58,N,9,0
52,95280,OWN,1.6,VENTURE,D,31360,8.77,0.05,N,13,0
61,34867,MORTGAGE,2.9,EDUCATION,A,27025,17.38,0.41,N,3,0
54,71523,MORTGAGE,1.0,VENTURE,F,25636,13.03,0.28,N,17,1
25,99161,MORTGAGE,3.5,DEBTCONSOLIDATION,A,17510,13.52,0.54,N,13,1
58,21378,OWN,3.5,DEBTCONSOLIDATION,A,12474,8.2,0.74,N,24,0
42,99685,MORTGAGE,0.9,VENTURE,C,9366,12.78,0.1,Y,19,0
44,91958,RENT,6.4,PERSONAL,D,18786,10.8,0.37,N,4,0
62,42926,MORTGAGE,4.0,VENTURE,F,15515,16.28,0.35,Y,19,0
38,118215,RENT,1.5,HOMEIMPROVEMENT,B,27170,9.27,0.27,N,12,0
24,113707,OTHER,1.1,HOMEIMPROVEMENT,A,21195,16.34,0.4,N,6,0
30,28180,OTHER,8.4,MEDICAL,C,25305,12.12,0.73,N,14,0
31,107837,OWN,7.2,EDUCATION,B,24690,11.56,0.81,Y,11,0
29,51931,OWN,1.0,EDUCATION,B,8497,10.84,0.0,N,22,0
27,39014,OTHER,0.1,PERSONAL,B,23252,17.39,0.61,N,23,0
43,111472,MORTGAGE,6.5,EDUCATION,A,18569,15.41,0.51,N,16,0
47,94872,MORTGAGE,3.8,MEDICAL,B,31008,20.56,0.83,N,7,0
60,73502,MORTGAGE,0.4,HOMEIMPROVEMENT,B,22017,9.7,0.07,N,17,0
55,102736,OTHER,3.5,PERSONAL,D,9024,6.11,0.67,N,24,0
56,20470,RENT,2.4,DEBTCONSOLIDATION,C,10571,8.64,0.78,N,9,0
40,111395,OWN,6.0,HOMEIMPROVEMENT,A,21096,11.51,0.76,N,21,0
27,29953,RENT,0.9,MEDICAL,A,10281,8.6,0.47,N,26,0
28,119580,OTHER,2.4,PERSONAL,B,27339,6.89,0.27,N,4,0
34,53507,RENT,0.7,VENTURE,A,2763,13.33,0.53,N,6,0
59,107969,MORTGAGE,12.6,EDUCATION,C,25502,17.45,0.25,N,16,0
37,106493,MORTGAGE,6.0,MEDICAL,G,26142,18.78,0.34,N,4,0
61,21523,RENT,5.3,PERSONAL,C,13071,12.5,0.37,N,16,0
39,101923,OTHER,4.7,HOMEIMPROVEMENT,C,17717,13.91,0.25,N,3,0
25,72190,RENT,2.2,PERSONAL,B,7727,18.85,0.28,N,13,0
31,62761,MORTGAGE,10.3,VENTURE,B,14707,11.68,0.01,N,28,0
21,46169,MORTGAGE,0.3,MEDICAL,E,13172,19.37,0.25,N,6,1
26,60641,OTHER,6.5,PERSONAL,F,20551,22.62,0.39,N,10,0
35,37990,RENT,1.0,DEBTCONSOLIDATION,B,29379,21.07,0.14,N,23,0
22,44661,MORTGAGE,1.6,MEDICAL,B,29345,13.47,0.67,N,5,0
64,28419,MORTGAGE,2.9,MEDICAL,D,10515,15.72,0.45,N,24,0
22,29457,RENT,6.1,HOMEIMPROVEMENT,A,17925,18.15,0.66,N,27,0
46,82600,RENT,7.3,EDUCATION,D,21996,11.62,0.11,N,22,0
62,118619,OWN,3.5,DEBTCONSOLIDATION,D,1207,19.63,0.68,N,29,0
59,91102,OTHER,2.1,VENTURE,A,18267,13.18,0.8,N,8,1
57,48085,OTHER,11.7,PERSONAL,F,26967,20.47,0.29,Y,17,0
52,112064,RENT,1.1,EDUCATION,G,18186,9.93,0.24,N,14,0
47,65654,OTHER,6.5,HOMEIMPROVEMENT,F,7618,5.6,0.54,N,3,0
20,21130,MORTGAGE,3.8,EDUCATION,B,11713,16.66,0.53,N,3,0
27,17042,RENT,1.9,MEDICAL,A,31985,13.44,0.09,N,10,0
56,85134,RENT,0.0,MEDICAL,C,16001,6.46,0.77,Y,16,0
51,57982,RENT,2.4,VENTURE,B,9368,14.08,0.4,N,5,0
62,113422,OWN,1.3,DEBTCONSOLIDATION,A,29833,8.4,0.63,N,18,0
56,80185,OTHER,0.4,PERSONAL,B,34528,16.61,0.3,N,10,0
23,48477,OWN,0.3,PERSONAL,C,11045,13.32,0.22,N,16,0
49,67709,MORTGAGE,1.7,HOMEIMPROVEMENT,A,857,8.45,0.09,N,2,0
25,43716,OTHER,3.8,VENTURE,B,22288,12.73,0.23,N,28,0
38,93137,OWN,7.3,PERSONAL,A,17302,9.54,0.82,N,3,0
51,51018,RENT,0.8,DEBTCONSOLIDATION,D,20839,17.03,0.55,N,10,0
28,23061,OWN,2.2,MEDICAL,C,2093,,0.67,N,12,0
31,23609,RENT,2.0,VENTURE,A,5102,20.03,0.8,N,20,0
30,50371,OWN,2.9,EDUCATION,F,10077,5.65,0.07,Y,28,0
35,98021,OWN,6.6,VENTURE,A,30829,12.58,0.14,Y,2,0
20,35805,OWN,3.2,VENTURE,C,11443,16.38,0.77,Y,20,1
64,22857,RENT,7.5,DEBTCONSOLIDATION,D,33512,5.8,0.47,N,10,0
40,26620,OWN,2.9,DEBTCONSOLIDATION,D,5072,9.24,0.53,N,29,0
49,23177,OTHER,3.7,PERSONAL,A,16750,11.23,0.35,N,3,0
32,45111,OTHER,2.3,HOMEIMPROVEMENT,E,17133,5.79,0.68,N,6,0
53,103578,OTHER,6.9,HOMEIMPROVEMENT,E,26671,15.13,0.43,N,18,0
23,99181,RENT,10.3,DEBTCONSOLIDATION,C,6369,16.63,0.69,N,27,0
47,104941,RENT,4.1,PERSONAL,B,6471,9.45,0.82,N,2,0
57,26826,OTHER,6.9,PERSONAL,A,14457,15.07,0.54,N,15,1
50,28890,OTHER,0.2,PERSONAL,C,6468,23.18,0.44,N,13,0
46,97428,OTHER,9.5,DEBTCONSOLIDATION,B,21753,21.19,0.3,Y,24,0
24,73031,MORTGAGE,0.8,HOMEIMPROVEMENT,D,26441,6.44,0.16,N,27,0
44,90020,OTHER,1.2,PERSONAL,B,8147,7.68,0.55,N,11,0
22,20495,OWN,0.2,DEBTCONSOLIDATION,C,25999,14.2,0.05,Y,20,0
52,43481,MORTGAGE,13.5,EDUCATION,A,32285,9.76,0.79,N,16,0
23,26267,MORTGAGE,7.6,EDUCATION,A,16957,6.84,0.54,N,2,0
44,21743,RENT,9.8,MEDICAL,A,9500,9.93,0.8,Y,2,0
39,69800,OWN,7.5,EDUCATION,A,19088,6.49,0.23,N,12,0
53,118475,RENT,2.6,VENTURE,C,6970,14.83,0.79,N,12,0
45,63773,RENT,10.3,MEDICAL,D,15973,14.13,0.51,N,6,1
24,72042,OWN,14.0,EDUCATION,C,16661,5.51,0.67,N,4,0
54,64476,RENT,2.8,VENTURE,C,20563,13.99,0.15,N,12,0
47,107105,OWN,0.8,EDUCATION,C,13408,14.65,0.42,N,5,1
48,43552,OWN,4.3,DEBTCONSOLIDATION,B,12350,16.18,0.47,N,7,0
28,80242,RENT,14.8,VENTURE,B,1484,,0.33,N,19,0
57,60772,OTHER,8.2,PERSONAL,B,7687,22.89,0.21,N,8,0
25,58730,RENT,7.9,DEBTCONSOLIDATION,D,28356,14.78,0.75,N,22,0
38,43948,MORTGAGE,10.9,VENTURE,A,20839,20.44,0.07,N,25,0
63,91311,RENT,9.0,DEBTCONSOLIDATION,A,14583,6.92,0.13,Y,5,0
30,84093,OWN,6.0,PERSONAL,C,25935,14.85,0.27,N,15,0
21,84123,MORTGAGE,5.1,VENTURE,F,2585,17.48,0.76,N,29,0
63,31535,OWN,1.2,VENTURE,C,31337,15.45,0.47,N,9,0
63,81490,OTHER,3.9,DEBTCONSOLIDATION,D,16683,9.51,0.31,N,21,0
28,61562,OTHER,2.9,EDUCATION,C,33644,6.52,0.33,Y,12,1
40,104080,MORTGAGE,7.9,VENTURE,B,22584,12.28,0.7,N,15,0
43,73535,OTHER,2.7,EDUCATION,D,1565,16.93,0.02,Y,22,0
53,113991,OTHER,0.5,VENTURE,D,4182,23.05,0.01,Y,4,0
